ID,Name,Sub-parts,Description,Cluster,Sub-cluster,Crossover,Characters,Content URL,Size,(X) Relativity,(Y) Relatability,(Z) Depth,Linearity Position,Connections,SSD Folder,SSD Root,Final X,Final Y,Final Z
372,Subject 4 Seat C,,"Assigned seating, row 4.",innately unabsolvable,single and ready to mingle,,,,1,1,10,1,120,,innately unabsolvable/single and ready to mingle,Subject 4 Seat C,1473.64,-533.86,-169.1
428,Subjects of Measure,Among the Absent / Among the Present,"A very specific inventory count, twice over.",innately unabsolvable,contracted envy,,DONOR; PILOT; AXEL; REED; ELLIS,,2,3,10,1,120,,innately unabsolvable/contracted envy,bodies of measure,1734.74,-382.9,-199.46
187,Subjects Of Worship,Darker / Even Darker / Dark,"A series of gym selfies, none of them flattering.",innately unabsolvable,contracted envy,,DONOR; VALE; PILOT; READE,,3,3,10,1,120,,innately unabsolvable/contracted envy,body of worship,1281.0,-541.64,-142.22
436,Team Bonding,,"A team-building exercise, mandatory.",innately unabsolvable,single and ready to mingle,,PILOT; PACHECO; REYES; BASANTI; NIX; CORTEZ,,1,8,10,1,120,,innately unabsolvable/single and ready to mingle/asset cluster 17g/the version where they all die/p1 -- the darkly funny part,p1,1419.8,-538.04,-155.3
189,Team Effort,Facing the Faces / The Potluck,A group photo and a group project that goes sideways.,innately unabsolvable,contracted envy,,DONOR; VARGAS; ZHAO; CRUZ; MERCER; JACEK; REYES; PATEL; LIU; SATO,,2,5,10,1,120,,innately unabsolvable/contracted envy,team effort,1260.99,-504.17,-142.77
451,That Was Almost Us,p1,A near-miss parking spot.,innately unabsolvable,single and ready to mingle,,PILOT; MIKA,,1,4,10,1,120,,innately unabsolvable/single and ready to mingle/asset cluster 17g/the version where they all do not die,that was almost us,1714.63,-409.06,-140.69
686,The Coffin in the Crowd,,One pedestrian does not look like the others. Please do not open it.,innately unabsolvable,edge cases,,Linguist PILOT; HOUSEMATES,https://inpoppyfields.tumblr.com/post/809323503418474496/the-coffin-in-the-crowd,1,10,10,1,120,,,,1698.89,500.97,143.05
413,The Cross,,"A crossword, maybe.",innately unabsolvable,the sieve,,DONOR,,1,2,10,1,120,,innately unabsolvable/the sieve,the cross,1360.63,-524.89,-97.48
430,The Face,,A headshot.,innately unabsolvable,we regret to inform you,,PILOT; VELASQUEZ; SANTOS,,1,3,10,1,120,,innately unabsolvable/we regret to inform you/only half of her came back,3,1434.14,-527.95,-186.72
520,The Half,,"A coupon, half off.",innately unabsolvable,we regret to inform you,,SANTOS; VELASQUEZ; PILOT,,1,3,10,1,120,,innately unabsolvable/we regret to inform you/only half of her came back,1,1794.26,-517.45,-214.11
169,The Move,p1 / p2 / p3 / p4 / p5 / p6 / p7 / p8 / p9 / p10 / p11 / p12 / p13 / p14,"A very long moving day, with plumbing issues, a bad haircut, some loose wiring, and a closet cleanout.",innately unabsolvable,contracted envy,,DONOR; SERGEANT M; PRIVATE E; CADET A; ENSIGN B; SOLDIER; LIN; CARTER; Specialist K; Lieutenant R; PILOT,,14,2,10,1,120,,innately unabsolvable/contracted envy,undignified transfer,1618.65,-424.05,-220.33
168,The Nother World,The Regret Spiral P2 / The Regret Spiral P1 / The Dream V2 / The Regret Spiral P3 / The Dream V3 / The Dream V5 / The Dream V1 / The Flickr Album / The Dream V4 / Bruh You Bombed at Work,"A weird recurring nap, a spiraling second thought, and a mislabeled old photo album.",innately unabsolvable,mayday,,PROTAGONIST; PROTAGONIST; PAL,,10,3,10,1,120,,innately unabsolvable/mayday,the nother world,1680.76,-519.41,-209.31
46,The Piloting,p1 / p2 / p3 / p4 / p5,A driving lesson.,innately unabsolvable,your turn,,PILOT; SANTOS; GRIGGS; ADELINA; REED; NAOMI; CAM; DAVE; LEYNA; HAL; ANIKA; WALT,,5,4,10,1,120,,innately unabsolvable/your turn,the piloting,1612.7,-521.82,-203.23
140,The Sieve,The Voyeur / The Watcher,"Someone's watching the neighbors, twice.",innately unabsolvable,the sieve,,NARRATOR; DONOR,,2,7,10,1,120,,innately unabsolvable/the sieve,the sieve,1452.26,-548.94,-110.77
433,The Version Where They All Make It,P5 / P2 / P4,"The version where they all make it, in full.",innately unabsolvable,single and ready to mingle,,PILOT; PACHECO; BASANTI; NIX; REYES; CORTEZ; MILO,,3,7,10,1,120,,innately unabsolvable/single and ready to mingle/asset cluster 17g/the version where they all do not die,the version where they all do not die,1462.25,-539.66,-149.55
153,There Really Shouldn't Be Any Appeal to This,p1 / Seriously / But There Is Anyways,A questionable life choice.,innately unabsolvable,mayday,,[AUTHOR NAME REDACTED]; [BOYFRIEND NAME REDACTED],,3,2,10,1,120,,innately unabsolvable/mayday,there really shouldn't be any appeal to this,1493.16,-541.11,-144.22
236,They Have To See,,A mandatory eye exam.,innately unabsolvable,we regret to inform you,,PILOT; MOTHER; FATHER,,1,2,10,1,120,,innately unabsolvable/we regret to inform you/only half of her came back,2,1448.98,-491.94,-203.6
248,This Counts,Twice / Four Times / Once,"A do-over, counted several different ways.",innately unabsolvable,mayday,,AUTHOR,,3,6,10,1,120,,innately unabsolvable/mayday,this counts,1309.19,-518.75,-144.28
12,This Is Extremely Poor Feedback,From the Source Themselves / From the Families Themselves / Recursively / From the Higher Judgements Themselves / Recursively and Complicated,"Some very blunt customer feedback, on a loop, from several different departments.",innately unabsolvable,mayday,,AUTHOR; the collective feedback committee,,5,5,10,1,120,,innately unabsolvable/mayday,this is infinitely fucked up,1448.28,-518.96,-137.12
308,Too Close,,Someone's in your personal space.,innately unabsolvable,your turn,,PILOT; NGUYEN; RAMIREZ; SANTOS,,1,6,10,1,120,,innately unabsolvable/your turn/too close for comfort,too close,1499.55,-453.72,-140.22
331,Too Close for Comfort,Soft And Squishy / Legwork,"A crowded elevator ride, with quite a bit of walking involved.",innately unabsolvable,the flesh underneath,,SANTOS; PILOT,,2,3,10,1,120,,innately unabsolvable/the flesh underneath,too close for comfort,1482.5,-545.36,-127.22
221,Too Familiar,,A face you can't place.,innately unabsolvable,your turn,,PILOT; REYES; BASANTI; NIX,,1,4,10,1,120,,innately unabsolvable/your turn/too close for comfort,too familiar,1390.19,-526.59,-190.52
269,Too Far Gone,,"Missed the bus, basically.",innately unabsolvable,your turn,,UNNAMED,,1,3,10,1,120,,innately unabsolvable/your turn/too close for comfort,too far gone,1252.68,-550.25,-104.04
198,Too Fragmented,,A cracked phone screen.,innately unabsolvable,your turn,,,,1,1,10,1,120,,innately unabsolvable/your turn/too close for comfort,too fragmented,1526.82,-510.41,-121.04
387,Too Raw,,The steak sent back.,innately unabsolvable,your turn,,PILOT; JIAN; MORA; EZRA,,1,2,10,1,120,,innately unabsolvable/your turn/too close for comfort,too raw,1162.2,-519.21,-209.81
412,Too Soft,,"The bread's gone stale, inverse problem.",innately unabsolvable,your turn,,PILOT; REYES; BASANTI; NIX,,1,3,10,1,120,,innately unabsolvable/your turn/too close for comfort,too soft,1262.15,-515.02,-219.9
509,Too Stiff,,"Bad posture, probably.",innately unabsolvable,your turn,,PILOT; REYES; BASANTI; NIX,,1,4,10,1,120,,innately unabsolvable/your turn/too close for comfort,too stiff,1419.13,-544.46,-131.02
44,Uncinematic,v1 / v2 / v3 / v4 / v5,The lighting wasn't great.,innately unabsolvable,your turn,,PILOT; REYES; BASANTI; CORRIN; PACHECO; NIX,,5,3,10,1,120,,innately unabsolvable/your turn,uncinematic,1670.74,-434.51,-115.26
406,Unexplained Metaphors for Unexplained Emptiness,,"A poetry workshop, probably.",innately unabsolvable,the sieve,,DONOR; PILOT,,1,2,10,1,120,,innately unabsolvable/the sieve,unexplained metaphors for unexplained emptiness,1456.04,-517.37,-214.32
172,Unfounded Files,There Is the Press and There Is the Reality / Service Records,A press release and a set of service records nobody double-checked.,innately unabsolvable,mayday,,NARRATOR; BOYFRIEND; AUTHOR; BOYFRIEND,,2,1,10,1,120,,innately unabsolvable/mayday,unfounded files,1788.62,-527.06,-149.92
426,Unhinged Lids,"P1 / P2 / P3 / Unhinged / Knock First, Please / Unraveled","The tupperware situation, worsening with every load.",innately unabsolvable,unhinged coffin lids and minds,,PILOT; RAMIREZ; NGUYEN; MILLER; PATEL; FOSTER; DUARTE; MASON; LEWIS; KIM; REYES; TORRES; TAYLOR; DELGADO; JENSEN; O'DONNELL; THOMPSON; VEGA; MENDOZA; FERRARA,,6,4,10,1,120,,innately unabsolvable/unhinged coffin lids and minds,unhinged lids,1336.14,-525.16,-194.43
329,Unhinged Minds,Horizontal Gathering / Casual Friday in the Cargo Bay / Formal Gathering / Lawn Picnic,"A lie-down meeting, held four separate times in four separate venues.",innately unabsolvable,unhinged coffin lids and minds,,SANTOS; ROWE; MIN; RAMIREZ; PILOT; HERNANDEZ; YAMADA; KELLER; NGUYEN; ROSSI; ADELEKE; ZHANG; TORRES; RODRIGUEZ; PATEL; VASQUEZ,,4,5,10,1,120,,innately unabsolvable/unhinged coffin lids and minds,unhinged minds,1266.79,-517.14,-214.86
434,Valdez,,A new coworker.,innately unabsolvable,the flesh underneath,,SANTOS; VALDEZ,,1,1,10,1,120,,innately unabsolvable/the flesh underneath,valdez,1398.46,-491.35,-156.98
328,VIP Passenger,v1 / v2,First class seating.,innately unabsolvable,edge cases,,PILOT; NGUYEN; SANTOS,,2,6,10,1,120,,innately unabsolvable/flirting with death,vip passenger v1,1700.03,-508.08,-235.5
217,Washing,The Girl And The Woman / The Boy,"Laundry day, folding included.",innately unabsolvable,your turn,,LIANG,,2,3,10,1,120,,innately unabsolvable/your turn,washing what is left,1551.0,-514.8,-220.41
500,We Regret to Inform You,,A rejection letter.,innately unabsolvable,we regret to inform you,,PILOT,,1,3,10,1,120,,innately unabsolvable/we regret to inform you,we regret to inform you,1582.09,-443.39,-101.03
91,When Birds Fall,p1 / p2,"A window strike, probably.",innately unabsolvable,single and ready to mingle,,PILOT (Liang); TORRES; YUN; ANDERS; SALAZAR; PACHECO; HERRERA; CARSON,,2,3,10,1,120,,innately unabsolvable/single and ready to mingle,when birds fall,1435.15,-534.82,-166.04
507,You Don't See Many People Like Her,P1 / P2 - Exit,A rare parking spot.,innately unabsolvable,your turn,,PILOT,,2,4,10,1,120,,innately unabsolvable/your turn,you don't see many people like her,1552.11,-527.02,-189.35
389,You Got a Star,,"A gold sticker, basically.",innately unabsolvable,single and ready to mingle,,PILOT; MILO; CORTEZ,,1,7,10,1,120,,innately unabsolvable/single and ready to mingle/asset cluster 17g/the version where they all do not die,motif - you got a star,1450.96,-438.15,-176.55
369,You Thought Trying Would Make You One of Us,Sideliner Edition / Sieve Edition / Undeserved vs Underwhelmed,"The bench, in sideliner and sieve editions both.",innately unabsolvable,your turn,,PILOT; BOWERS; LOPEZ; GRAHAM; JONES; JENKINS; TAYLOR; REEVES,,3,3,10,1,120,,innately unabsolvable/your turn,you thought dying would make you one of us,1157.31,-536.46,-160.66
161,You Used to Be Bigger in Life,,"A shrinking violet, apparently.",innately unabsolvable,after-hours echoes,,DECEASED VETERANS,,1,7,10,1,120,,innately unabsolvable/flirting after death,you used to be bigger in life,1570.73,-534.92,-165.7
214,Young And Strong And Alive And Squishy,,"A gym membership, mixed reviews.",innately unabsolvable,edge cases,,SANTOS; PILOT; GORDI; ISAO; ROWE; VY,,1,3,10,1,120,,innately unabsolvable/flirting with death,young and strong and alive and squishy,1369.81,-516.94,-215.33
14,AUTOPILOT,v0 / v1 / v2,The cruise control has opinions.,lilyverse,,,PILOT; DONOR; UNIT,,3,5,3,3,80,,LILYVERSE,AUTOPILOT,1035.05,-72.33,-69.57
298,Confrontation,,An awkward run-in at the store.,lilyverse,,,AUTOPILOT; DONOR; PILOT (avatar),,1,8,3,3,80,,LILYVERSE/uncanny valley,4,1101.65,-72.07,-183.51
379,Her Clothes,,A laundry pile.,lilyverse,,,DONOR; AUTOPILOT; PILOT,,1,7,3,3,80,,LILYVERSE/uncanny valley,2,1106.91,-109.45,-150.05
480,Her Quirks,,A list of pet peeves.,lilyverse,,,DONOR; AUTOPILOT; PILOT,,1,5,3,3,80,,LILYVERSE/uncanny valley,3,812.95,-76.61,-133.86
482,Human Machine Interactions,,Basically a customer service call.,lilyverse,,,DONOR,,1,6,3,3,80,,LILYVERSE,human machine interactions,1047.15,-50.31,-154.12
651,Lilium Candidum,Beginnings p1 / Beginnings p2 / The Machine v1 / The Machine v2 / Autopilot Mode / Breaking the Broken / Breaking Point / Cold Words / The Silver Ribbon / FINALE,"The pressure finally wins, chilly conversation by chilly conversation, until even the ribbon meant to hold it together comes undone.",lilyverse,,,DONOR; AUTOPILOT,https://inpoppyfields.tumblr.com/tagged/lilium%20candidum/chrono,10,1,3,3,80,,,,1051.88,37.01,179.35
649,LILY PONDERINGS,The Anomalous Cat 1 / The Anomalous Cat 2 / A Flame in the Dark / Dream of an Old Flame,The universe never lets old flames -- or an anomalous cat with opinions about both of them -- stay past tense.,lilyverse,,,DONOR; PILOT; UNIT,https://inpoppyfields.tumblr.com/tagged/lily%20ponderings/chrono,4,3,3,3,80,,,,1091.65,101.87,184.06
441,Mistakes,,"A typo, probably.",lilyverse,,,DONOR,,1,4,3,3,80,,LILYVERSE,mistakes,958.43,-18.15,-171.61
564,New Outfit,,A shopping trip.,lilyverse,,,AUTOPILOT; DONOR,,1,6,3,3,80,,LILYVERSE/uncanny valley,5,1053.79,-23.65,-64.23
72,No Pets Allowed On Board,p1 / p2,Airline policy strikes again.,lilyverse,,,DONOR,,2,5,3,3,80,,LILYVERSE,no pets allowed on board,857.79,-140.85,-149.65
128,Shaking Her Icy Pedestal,p1 / p2,A wobbly trophy shelf.,lilyverse,,,DONOR; UNIT (as cat),,2,4,3,3,80,,LILYVERSE,shaking her icy pedestal,1085.38,-40.75,-102.43
27,Silk and Steel,p1 / p2 / p3,A fabric-and-hardware store run.,lilyverse,,,DONOR; AUTOPILOT; PILOT; Lieutenant K; Captain Z; Sergeant K,https://inpoppyfields.tumblr.com/tagged/silk%20and%20steel/chrono,3,6,3,3,80,,LILYVERSE,silk and steel,883.21,113.38,84.14
259,The Abyss,,A really long elevator ride.,lilyverse,,,DONOR; AUTOPILOT (echo of PILOT),,1,6,3,3,80,,LILYVERSE/uncanny valley,the abyss (CRY),838.49,-98.26,-65.87
130,The Memorial Hall,p0 / p1,A rental venue booking.,lilyverse,,,DONOR; PILOT; the cat (UNIT),,2,6,3,3,80,,LILYVERSE,the memorial hall,1168.86,-94.55,-91.81
222,The Reliquary,,"A junk drawer, basically.",lilyverse,,,DONOR; PILOT; KORASOV; LAI; VERNES; AMURA; CHAO; AYAKO; MEHRAN; IOFFE; SYKES,,1,5,3,3,80,,LILYVERSE,THE RELIQUARY,971.57,-64.68,-131.91
339,The Silver Ribbon,,"A participation ribbon, silver.",lilyverse,,,DONOR; AUTOPILOT,https://inpoppyfields.tumblr.com/post/761674967240900608/lilium-candidum-the-silver-ribbon,1,6,3,3,80,,LILYVERSE,the silver ribbon (CRY),967.71,46.88,134.39
45,The Will To Live,v1 / v2,A pep talk nobody asked for.,lilyverse,,,DONOR; UNIT; PILOT (deceased),,2,6,3,3,80,,LILYVERSE,the will to live,1095.35,-86.85,-68.31
344,The Woman In Black,,A very committed dress code.,lilyverse,,,DONOR; AUTOPILOT; CADET A; ENSIGN B,https://inpoppyfields.tumblr.com/post/764814532779606016/rest-and-rust-the-woman-in-black-and-red,1,6,3,3,80,,LILYVERSE/uncanny valley,6,922.65,121.65,222.86
615,Uncanny Valley,1 - On Her Knees / 2 - The Reconstructed Pilot / 3 - Layer Mismatch / 4 - Behavioral Overfit / 5 - The Two Commanders / 6 - The Reconstructed Commander / 7 - Visual Token / 8 - Human_Form_Init / 9 - The Sister,The valley gets crowded with almost-human beings and absolutely no emotional zoning laws.,lilyverse,,,AUTOPILOT; Lily PILOT is a ghost,https://inpoppyfields.tumblr.com/tagged/uncanny%20valley/chrono,9,1,3,3,80,,,,1068.04,51.45,178.58
745,[META] Working Notes: Lalah’s Counterattack,,"Casting notes for a role recast against type, and who gets stuck haunting whom.",new types of newtypes,director's commentary,Gundam,LALAH; CHAR; AMURO,https://inpoppyfields.tumblr.com/post/826617142227189760/char-was-a-man-who-could-have-been-a-father-to,1,7,1,1,160,,new types of newtypes,AUTHOR NOTES - lalah counterattack,2218.8,49.91,50.26
563,INTRO to New Types of Newtypes,,Not narrative content -- this is the author's own brainstorming/pitch notes for a hypothetical Gundam-Newtype-flavored AU.,new types of newtypes,,,,,1,0,1,1,160,,new types of newtypes,intro,2091.33,-83.59,-3.73
748,Creatures of Consumption,,"A very uncomfortable conversation about power supplies, had over untouched drinks.",other ours,,Bokurano,HUOJIN; Zearth (canon); UNIT; PILOT,https://inpoppyfields.tumblr.com/post/826675147690917888/other-ours-creatures-of-consumption,1,9,2,3,180,,other ours,creatures of consumption,2240.0,9.03,125.53
747,INTRO to Other Ours,,"Two enormous mechanical beings, a cosmic diner, and a beverage neither of them can drink.",other ours,,Bokurano,HUOJIN; Zearth (canon),https://inpoppyfields.tumblr.com/post/826675067890122752/other-ours-intro,1,8,2,3,180,,other ours,INTRO,1969.53,85.31,73.08
744,[META] After-Action Review (Redacted),,A quarterly report on a recruitment initiative that keeps running into feelings.,psi-verse,director's commentary,The Darkest Minds,,,1,6,9,1,160,,psi-verse,REPORT - psi special forces implementation,1657.6,-523.71,-155.47
311,[REPORT] Practicality,,A federal task force built to track down psychic kids quietly falls apart when everyone involved keeps finding reasons not to cooperate. The bureaucracy just wasn't built out of people who forgot being sixteen.,psi-verse,,The Darkest Minds,,,1,7,9,1,160,,psi-verse,REPORT - being realistic,1906.27,-441.17,-188.02
384,INTRO to Psi-Verse,,A brainstorm sketching two possible paths for a late-blooming kid with powers.,psi-verse,,The Darkest Minds,PROTAGONIST,,1,6,9,1,160,,psi-verse,intro,2083.08,-394.95,-79.95
358,The Light,,"The protagonist's electrokinesis turns her into a hero, and the story keeps asking for a bigger sacrifice without quite reckoning with what that costs her.",psi-verse,,The Darkest Minds,PROTAGONIST; LUCY,,1,7,9,1,160,,psi-verse,the light,1595.66,-371.77,-67.7
494,The Line,,"A late-blooming pyrokinetic burns a path into the earth so seventy-five kids can cross it, and the woman writing her admits the moment landed harder than she expected.",psi-verse,,The Darkest Minds,PROTAGONIST; NELL; LUCY,,1,7,9,1,160,,psi-verse,the line,2240.0,-518.3,-115.72
634,INTRO to Sheep Milk Latte,,"Retired PILOT and DONOR run a sheep ranch, vend baked goods at farmers markets, and raise kids on bedtime stories that may or may not violate a federal NDA. Two kooky grandmas, one strange session gone slightly too well, zero regrets.",sheep milk latte,,,DONOR; PILOT; UNIT,https://inpoppyfields.tumblr.com/post/809303512817238016/sheep-milk-latte-intro,1,5,6,3,60,,,,730.96,152.9,230.17
757,Shift of the Seasons,p1 / p2 / p3,"A new arrival in early autumn, a farm-to-table initiative by winter, and a nest full of complicated feelings come spring.",sheep milk latte,,,"PILOT; DONOR; the child (UNIT); the lamb (also UNIT, somehow)",https://inpoppyfields.tumblr.com/tagged/shift%20of%20the%20seasons/chrono,3,3,6,3,60,,sheep milk latte/shift of the seasons,seasons,650.06,170.66,255.99
546,Visits From an Otherworldly Visitor,The Vision / The Session,A meditation app goes off the rails during an unexpectedly strange session.,sheep milk latte,,,PILOT; DONOR,https://inpoppyfields.tumblr.com/tagged/visits%20from%20an%20otherworldly%20visitor/chrono,2,9,6,3,60,,sheep milk latte,0 - the visions,757.71,176.76,183.23
486,The Poppyverse Becomes a Manga and…,Does Not Even Make It to Breakfast / Does Not Even Make It to the Boss Fight / Uh NVM,The real problem is that nobody can read the kanji telling them what's about to happen.,shibuya-verse,,,,https://inpoppyfields.tumblr.com/tagged/genre%20glitches%20and%20panelized%20panic/chrono,1,9,5,10,140,,genre glitch and panelized panic,the poppyverse becomes a manga and does not even make it to,1541.03,-341.01,-17.46
730,[META] Greater Forces,p1 / p2 / p3 / p4 / p5 / p6 / p7,A cosmology assembled one argument with herself at a time.,spider lilyverse,director's commentary,,PILOT; DONOR; Young PILOT,,7,8,8,2,80,,flecks of gold -- the flame rekindled,META - greater forces,1117.3,-381.95,-234.72
167,1s and 0s,,"A pink anomaly shows PILOT the daughter DONOR never got to have, wearing a warmth NULL was never built to give her.",spider lilyverse,null error,,PILOT; NULL; UNIT; DONOR,,1,7,8,2,80,,spider lilyverse/NULL error,1s and 0s,990.0,-388.24,-281.93
330,A Bad Splinter,,"A splinter, worse than expected.",spider lilyverse,alternate outcomes,,PILOT; FOSTER,,1,5,8,2,80,,spider lilyverse/flecks of gold/NO GUTS OR GLORY and other horrible ways to die,impaled,909.57,-345.78,-337.4
127,A Neighbor Like No Other,p1 / p2 / p3,A noisy upstairs neighbor.,spider lilyverse,flecks of gold,,Reincarnated PILOT; old PILOT; DONOR; UNIT; NULL,,3,9,8,2,80,,spider lilyverse/flecks of gold -- the flame rekindled,a haunting like no other,987.97,-390.06,-357.84
74,An Intimate Beheading,p1 / p2 / p3 / p4,A very awkward gift exchange.,spider lilyverse,alternate outcomes,,DONOR; PILOT; AUTOPILOT; GRAYSON; SANTOS,,4,7,8,2,80,,spider lilyverse/flecks of gold/NO GUTS OR GLORY and other horrible ways to die,an intimate beheading,839.61,-326.93,-214.93
524,Clogged Drain,,"A plumbing issue, the technicians hate it.",spider lilyverse,finale - v2 - post,,PILOT,,1,3,8,2,80,,spider lilyverse/flecks of gold/FINALE - v2 - POST -- SANTOS sees ghosts,SMOLDERING EMBERS - disposal protocols v2,839.52,-402.04,-257.81
279,Confrontation,The Gym / The Office,Lieutenant Hayes asks PILOT a question in the gym.,spider lilyverse,flecks of gold,,PILOT; HAYES; DANIELS; SIMMONS,,2,2,8,2,80,,spider lilyverse/flecks of gold,confrontation,907.04,-447.7,-266.56
185,Dancing With Risk,The Price of Strain / Reckless Streak / The Ones That Got Away / Impact Test,"PILOT gets pushed too hard, gets patched up, and nearly overdoes it again.",spider lilyverse,flecks of gold,,PILOT; SIMMONS; DANIELS,,4,6,8,2,80,,spider lilyverse/flecks of gold,dancing with death,880.36,-249.88,-245.07
28,Double Disposal,p1 v1 / p1 v2 / p2,A recycling bin mixup.,spider lilyverse,finale - v2 - post,,DONOR; PILOT; LIANG,,3,9,8,2,80,,spider lilyverse/flecks of gold/FINALE - v2 - POST -- SANTOS sees ghosts,double disposal,1045.74,-232.23,-223.24
111,Finale,v1 / v2,"PILOT was never just one woman; she was three, and reintegration is messier — and warmer — than anyone expected.",spider lilyverse,flecks of gold,,Reincarnated PILOT; older PILOT; DONOR,,2,7,8,2,80,,spider lilyverse/flecks of gold -- the flame rekindled,FINALE,1108.78,-272.49,-203.72
135,Finale,V2 - 1 / V2 - 3 / V1 - Perfect Timing / V2 - 2 / V2 - 4 / v2 - 0,"PILOT's retirement, several times over.",spider lilyverse,flecks of gold,,PILOT; SANTOS; NULL; DONNIE; REYES; MIA; JACEK; PATEL; STEPH; VERA; CORBIN; SANTOS,,6,5,8,2,80,,spider lilyverse/flecks of gold,finale,926.02,-391.37,-298.74
383,"Gold Stars, Faded Stars",,A sticker collection.,spider lilyverse,flecks of gold,,PILOT; WEI,,1,4,8,2,80,,spider lilyverse/flecks of gold,"gold stars, dead stars",922.42,-331.24,-318.01
10,Grayson,Redacted Logs / Father And Daughter,"Grayson's heavily redacted meeting notes and a quiet family dinner with PILOT, both circling something neither of them will say outright.",spider lilyverse,alternate outcomes,,GRAYSON; PILOT,,2,3,8,2,80,,spider lilyverse/flecks of gold/NO GUTS OR GLORY and other horrible ways to die,grayson,1207.06,-301.35,-186.7
312,Hot and Cold,5 / 3 / 0 / 1 / 4 / 2,"PILOT is followed by her own golden-eyed alternate and a cold, judgmental AI presence that can apparently see it too, and neither one will explain itself.",spider lilyverse,flecks of gold,,PILOT; DONOR (implied)/ENTITY,,6,7,8,2,80,,spider lilyverse/flecks of gold -- the flame rekindled,hot and cold,992.32,-368.03,-314.62
643,Keep on Dreamin’ Kid,,He's annoyingly alive and hard to keep down.,spider lilyverse,finale - v2 - post,,LIANG; LIANG,https://inpoppyfields.tumblr.com/tagged/keep%20on%20dreamin%20kid/chrono,1,7,8,2,80,,,,809.9,357.22,250.46
448,New Jacket,,"A hand-me-down jacket, questionable fit.",spider lilyverse,alternate outcomes,,CARTER; PILOT,,1,4,8,2,80,,spider lilyverse/flecks of gold/NO GUTS OR GLORY and other horrible ways to die,new jacket,1199.31,-458.11,-230.51
158,Not a Goodbye but a Welcome,,"Young PILOT interrogates the stars about abandonment and gets answered by the sharpest, most protective part of herself instead.",spider lilyverse,flecks of gold,,Young PILOT; Older PILOT,,1,5,8,2,80,,spider lilyverse/flecks of gold -- the flame rekindled,not a farewell but a welcome,1003.03,-291.0,-272.11
205,Not Like Her,A Dream In A Garden / The Light vs the Flame / The Creator Vs The Commander,"DONOR meets a gentler, unarmed version of herself and doesn't like what it has to say, while PILOT keeps mistaking a cold, buttoned-up Commander DONOR for the warm, paint-stained one she misses.",spider lilyverse,kintsugi with gold,,DONOR; PILOT,,3,6,8,2,80,,spider lilyverse/kintsugi with gold,not like her,1011.03,-253.42,-209.21
8,"Nothing Is Sacred, Nothing Is Serious",p1 / p2,A group chat with zero boundaries.,spider lilyverse,flecks of gold,,PILOT; MILA; REEVE,,2,3,8,2,80,,spider lilyverse/flecks of gold,"nothing is sacred, nothing is serious",992.09,-376.28,-267.79
522,Objective And Reward,,"An AI tries to imitate the simple human tenderness of PILOT tying a hair ribbon, and produces a clumsy, heartbreaking approximation of care it doesn't understand but completed anyway.",spider lilyverse,null error,,NULL; PILOT,,1,5,8,2,80,,spider lilyverse/NULL error,objective and reward,948.63,-475.64,-295.58
554,"Old Soul, Young Flesh",,"The technique is flawless, the execution is a walking disaster, repeatedly.",spider lilyverse,flecks of gold,,PILOT,,1,5,8,2,80,,spider lilyverse/flecks of gold -- the flame rekindled,"old soul, young flesh (LOL)",884.12,-246.72,-287.03
206,Orders From Somewhere High Above,"V1 / V2 / V3 / Who, Exactly? / The New Kid / The First Openings","SANTOS digs through classified archives looking for DONOR and finds files that seem to answer back, while DONOR's memories around PILOT shift from longing into quiet watchfulness over a new recruit she's sure is someone familiar returned in a new form.",spider lilyverse,finale - v2 - post,,SANTOS; DONOR; PILOT,,6,7,8,2,80,,spider lilyverse/flecks of gold/FINALE - v2 - POST -- SANTOS sees ghosts,orders from somewhere high above,1060.41,-394.53,-345.8
223,Orders From The Abyss,,A very thorough spa review.,spider lilyverse,finale - v2 - post,,PILOT; DONOR; LIANG; SANTOS,,1,9,8,2,80,,spider lilyverse/flecks of gold/FINALE - v2 - POST -- SANTOS sees ghosts,orders from the abyss,1188.12,-285.54,-197.76
105,Out With a Bang,p1 / p2,"A retirement party, loud one.",spider lilyverse,alternate outcomes,,PILOT; DONOR; SANTOS; GRAYSON; KOWALSKI; MORALES,,2,6,8,2,80,,spider lilyverse/flecks of gold/NO GUTS OR GLORY and other horrible ways to die,out with a bang,1091.77,-405.53,-216.96
181,Pillow Talk,Juicy Details / Worst Facial Ever,"Bedtime gossip that goes way too detailed, and a spa day with genuinely bad reviews.",spider lilyverse,kintsugi with gold,,PILOT; DONOR; KILOTON,,2,7,8,2,80,,spider lilyverse/kintsugi with gold,pillow talk,962.57,-394.1,-278.76
452,Ran Dry,,"The coffee pot, empty again.",spider lilyverse,alternate outcomes,,PILOT; REYES,,1,3,8,2,80,,spider lilyverse/flecks of gold/NO GUTS OR GLORY and other horrible ways to die,ran dry,825.26,-431.8,-291.26
98,Relish,p1 / p2 / p3,A condiment review.,spider lilyverse,flecks of gold,,PILOT; TANAKA; CALLAHAN; SIMMONS; ZHOU; MORALES,,3,6,8,2,80,,spider lilyverse/flecks of gold,relish,1014.45,-391.33,-241.58
